ID,EN_NAME,GR_NAME,LINES,LAT,LONG
S000,Green Buses Station,Σταθμός Υπεραστικού ΚΤΕΛ,"A1, A10, A11, A12, A13, A14, A15, A16, A17, A18, A19, A2, A3, A4, A5, A6, A7, A8, A9, B1, B10, B12, B13, B14, B15, B16, B19, B2, B3, B7, B8, B9",39.615962272858,19.912009202807
S001,Old Green Buses Station,Παλιό Κ.Τ.Ε.Λ.,"A1, A10, A11, A12, A13, A14, A15, A16, A17, A18, A19, A2, A3, A4, A5, A6, A7, A8, A9",39.624118757697,19.914247504149
S002,Customs,Τελωνείο,"A1, A10, A11, A12, A13, A14, A15, A16, A17, A18, A19, A2, A3, A4, A5, A6, A7, A8, A9",39.6258007995,19.910028481686
S003,Port Authority,Λιμεναρχείο,"A1, A10, A11, A12, A13, A14, A15, A16, A17, A18, A19, A2, A3, A4, A5, A6, A7, A8, A9",39.626651814771,19.906241358171
S005,First Commercial,Πρώτη εμπορικoύ,"A1, A10, A11, A12, A13, A14, A15, A16, A17, A18, A19, A2, A3, A4, A5, A6, A7, A8, A9",39.630216659106,19.895964313198
S010,Bridge,Γέφυρα,"A1, A10, A11, A12, A13, A14, A15, A16, A17, A18, A19, A2, A3, A4, A5, A6, A7, A8, A9",39.630141687463,19.885374346487
S011,Eforeia,Εφορεία,"A1, A10, A11, A12, A13, A14, A15, A16, A17, A18, A19, A2, A3, A4, A5, A6, A7, A8, A9",39.632144984254,19.882603654751
S013,Magazaki,Μαγαζάκι,"A1, A10, A11, A12, A13, A14, A15, A16, A17, A18, A19, A2, A3, A4, A5, A6, A7, A8, A9",39.634944311931,19.876520443001
S014,Agia Aikaterini,Αγία Αικατερίνη,"A1, A10, A11, A12, A13, A14, A15, A16, A17, A18, A19, A2, A3, A4, A5, A6, A7, A8, A9",39.636792285578,19.872301622471
S016,Kineziko,Κινέζικο,"A1, A10, A11, A12, A13, A14, A15, A16, A17, A18, A19, A2, A3, A4, A5, A6, A7, A8, A9",39.640908688286,19.863689579189
S017,Sotiriotissa,Σωτηριώτισα,"A1, A10, A11, A12, A13, A14, A15, A16, A17, A18, A19, A2, A3, A4, A5, A6, A7, A8, A9",39.645014211403,19.859445033241
S019,Pipilas,Πίπιλας,"A1, A10, A11, A12, A13, A14, A15, A16, A17, A18, A19, A2, A3, A4, A5, A6, A7, A8, A9",39.644483387843,19.853423388427
S020,Hospital,Νοσοκομείο,"A1, A10, A11, A12, A13, A14, A15, A16, A17, A18, A19, A2, A3, A4, A5, A6, A7, A8, A9",39.644718697163,19.850809566055
S021,Priftis House,Σπίτι Πρίφτη,"A1, A10, A11, A12, A13, A14, A15, A16, A17, A18, A19, A2, A3, A4, A5, A6, A7, A8, A9",39.648295421693,19.846287803769
S022,Gouvia,Γουβιά,"A1, A10, A11, A12, A13, A14, A15, A16, A17, A18, A19, A2, A3, A4, A5, A6, A7, A8, A9",39.651898772686,19.842679564211
S023,Korkyra,Κόρκυρα,"A1, A10, A11, A12, A13, A14, A15, A16, A17, A18, A19, A2, A3, A4, A5, A6, A7, A8, A9",39.654940365038,19.840616604844
S024,Govino Bay,Govino Bay,"A1, A10, A11, A12, A13, A14, A15, A16, A17, A18, A19, A2, A3, A4, A5, A6, A7, A8, A9",39.657733153837,19.839228097158
S112,Tzavros Sidari,Τζάβρος Σιδάρι,"A1, A10, A11, A15, A16, A17, A18, A2, A3, A6, A7, A8, A9",39.662093218521,19.837762067016
S113,Emeral,Emeral,"A1, A10, A11, A15, A16, A17, A18, A2, A3, A6, A7, A8, A9",39.665077687574,19.833808443202
S114,Fiori,Φιόρι,"A1, A10, A11, A15, A16, A17, A18, A2, A3, A6, A7, A8, A9",39.668679043673,19.827635617066
S115,Sgombou,Σγόμπου,"A1, A10, A11, A15, A16, A17, A18, A2, A3, A6, A7, A8, A9",39.670797136134,19.823556518391
S116,Loutsiola,Λουτσιόλα,"A1, A10, A11, A15, A16, A17, A18, A2, A3, A6, A7, A8, A9",39.670736033772,19.81963940806
S117,Mantra,Μάντρα,"A1, A10, A11, A15, A16, A17, A18, A2, A3, A6, A7, A8, A9",39.678770153717,19.808718750715
S118,Giatrones,Γιατρόνες,"A1, A11, A15, A16, A17, A18, A2, A3, A6, A7, A8",39.680605528095,19.804501170593
S148,Xylon,Ξύλον,"A1, A11, A15, A16, A17, A18, A2, A3, A6, A7, A8",39.690530112384,19.799685983612
S149,Tsolou,Τσολού,"A1, A11, A15, A16, A17, A18, A2, A3, A6, A7, A8",39.694841802892,19.792941596851
S150,Skripero Gas Station (Pamfilis),Βενζινάδικο Σκριπερού (Παμφίλη),"A1, A11, A15, A17, A18, A2, A3, A6, A7, A8",39.697733546279,19.783293174237
S151,Skripero 1,Σκριπερό 1,"A1, A11, A15, A16, A17, A18, A2, A3, A6, A7, A8",39.700124095118,19.774993017423
S152,Skripero 2,Σκριπερό 2,"A1, A11, A15, A16, A17, A18, A2, A3, A6, A7, A8",39.700669422891,19.770477514207
S153,Doukades Junction,Διασταύρωση Δουκάδων,"A1, A11, A15, A17, A18, A2, A3, A6, A7, A8",39.700733819913,19.763548252241
S154,Troubetas,Τρουμπέτας,"A1, A11, A15, A17, A18, A2, A3, A6, A7, A8",39.706573670382,19.747552376418
S155,Troubeta Junction,Διασταύρωση Τρουμπέτα,"A1, A11, A15, A17, A18, A2, A3, A6, A7, A8",39.709864600649,19.744554282432
S156,Choroepiscopoi 1,Χοροεπισκόποι 1,"A1, A11, A15, A17, A2, A3, A6, A8",39.719352705115,19.747451353668
S157,Choroepiscopoi,Χοροεπισκόποι 2 (Διασταύρωση),"A1, A11, A15, A17, A2, A3, A6, A8",39.720961091669,19.745568954982
S159,Rekini,Ρεκίνι,"A1, A11, A15, A17, A2, A3, A6, A8",39.740321819046,19.744054841453
S248,Velonades Vouloti,Βελονάδες Βουλωτή,"A1, A11, A2, A3, A6, A8",39.748784708191,19.717849069873
S249,Velonades Junction,Διασταύρωση Βελονάδων,"A1, A11, A2, A3, A6, A8",39.750901192454,19.715481390661
S251,Velonades City Hall,Βελονάδες Δημαρχείο,"A1, A11, A2, A3, A6, A8",39.753758501342,19.71748967612
S252,Livadi Pagonas,Λιβάδι Παγώνας,"A1, A11, A2, A3, A6, A8",39.767282692663,19.716585488194
S253,Livadi,Λιβάδι,"A1, A11, A2, A3, A6, A8",39.770378972555,19.71429672245
S254,Karousades Junction,Διασταύρωση Καρουσάδων,"A1, A11, A2, A3, A6, A8",39.776343664891,19.71135685835
S255,Sidari Masoutis (Arillas Junction),Σιδάρι Masoutis (Διαστύρωση Αρίλλας),"A1, A11, A2, A3, A6, A8",39.783298148455,19.708260235629
S270,Katerina Gift Shop,Κατερίνα gift shop,"A1, A11, A2, A3, A6, A8",39.788004013519,19.708573906583
S271,Sidari (Paradise Hotel),Σιδάρι (Paradise Hotel),"A1, A11, A2, A3, A6, A8",39.790549243245,19.708071103336
S272,Sidari (The Three Little Pigs),Σιδάρι (The Three Little Pigs),"A1, A11, A2, A3, A6, A8",39.792232522875,19.703345710204
S273,Sidari Papadatou,Σιδάρι Παπαδάτου,"A1, A11, A3, A6, A8",39.791257751281,19.698875363207
S274,Peroulades Junction,Διασταύρωση Περουλάδων,"A1, A11, A3, A6, A8",39.786504209176,19.690220190191
S280,Mylos Avlioton,Μύλος Αυλιωτών,"A1, A11, A3, A6, A8",39.777503661557,19.677335812701
S284,Elaiourgia Avlioton,Ελαιουργία Αυλιωτών,"A1, A6, A8",39.765980662511,19.659485116994
S539,Staousa,Στάουσα,"A1, A6, A8",39.7546426,19.6523705
S288,Agios Stefanos Bakery,Άγιος Στέφανος φούρνος,"A1, A6, A8",39.753805971284,19.645820934456
S289,Agios Stefanos Hotel Nafsika,Άγιος Στέφανος Hotel Nafsika,"A1, A8",39.753946914362,19.641237263919
S290,Agios Stefanos Church,Άγιος Στέφανος εκκλησία,"A1, A8",39.754076098549,19.639302862832
S200,Kastellanoi Gyrou,Καστελλάνοι Γύρου,"A1, A11, A18, A2, A3, A6, A7, A8",39.710282688223,19.733879873813
S201,Arkadades,Αρκαδάδες,"A1, A11, A18, A2, A3, A6, A7, A8",39.709589042516,19.73044280525
S215,Agros City Hall,Αγρός Δημαρχείο,"A1, A11, A18, A2, A3, A6, A7, A8",39.718114254487,19.726850845938
S216,Agros School,Αγρός σχολείο,"A1, A11, A18, A2, A3, A6, A7, A8",39.718958101565,19.726021210951
S217,Agros Supermarket,Αγρός super market,"A1, A11, A18, A2, A3, A6, A7, A8",39.720520487138,19.724903266396
S228,Agros Fountain,Αγρός βρύση,"A1, A11, A2, A3, A6, A8",39.722879569201,19.724133995172
S241,Agios Athanasios Pharmacy,Άγιος Αθανάσιος φαρμακείο,"A1, A11, A2, A3, A6, A8",39.724371523362,19.721398888499
S242,Agios Athanasios 1,Άγιος Αθανάσιος 1,"A1, A11, A2, A3, A6, A8",39.725573633191,19.721336817681
S243,Agios Athanasios 2,Άγιος Αθανάσιος 2,"A1, A11, A2, A3, A6, A8",39.729179042538,19.723443369863
S244,Mesaria,Μεσαριά,"A1, A11, A2, A3, A6, A8",39.739352339355,19.723870572069
S245,Kopsocheilades Junction,Διασταύρωση  Κοψοχειλάδων,"A1, A11, A2, A3, A6, A8",39.743909588077,19.721779631401
S247,Psathylas,Ψαθύλας,"A1, A11, A2, A3, A8",39.745905112629,19.717620281992
S278,Peroulades,Περουλάδες,"A1, A8",39.785513712411,19.674928253494
S279,Peroulades School,Περουλάδες Σχολείο,"A1, A8",39.788079858522,19.673077844122
S278R,Peroulades,Περουλάδες,"A1, A8",39.785404716227,19.674944311912
S274R,Peroulades Junction,Διασταύρωση Περουλάδων,"A1, A11, A3, A6, A8",39.786313518435,19.690378719113
S281,Avliotes 1,Αυλιώτες 1,"A1, A11, A3, A8",39.778121966729,19.664585297957
S282,Avliotes Center,Αυλιώτες κέντρο,"A1, A11, A3, A8",39.777131988642,19.662397845972
S538,Avliotes 2,Αυλιώτες 2,"A1, A8",39.7755574,19.6613644
S283,Avliotes 3,Αυλιώτες 3,"A1, A11, A3, A8",39.774279930375,19.660321595741
S285,Agios Stefanos Romanza Hotel,Άγιος Στέφανος Romanza Hotel,"A1, A8",39.759513618148,19.64679708251
S286,Agios Stefanos Kapetanios Apartments,Άγιος Στέφανος Kapetanios Apartments,"A1, A8",39.758232546448,19.64622085501
S287,Agios Stefanos Sunset studios,Άγιος Στέφανος Sunset studios,"A1, A8",39.7561906,19.6463001
S291,Agios Stefanos Port,Άγιος Στέφανος λιμάνι,"A1, A8",39.752451030563,19.632453980044
S250,Velonades,Βελονάδες,"A1, A2, A8",39.752262724231,19.710163077457
S276,Melitsa,Μελίτσα,A1,39.79460234442,19.697574785373
S290R,Agios Stefanos Church,Άγιος Στέφανος εκκλησία,"A1, A8",39.7540191,19.6395078
S289R,Agios Stefanos Hotel Nafsika,Άγιος Στέφανος Hotel Nafsika,"A1, A8",39.753898207528,19.641462597292
S288R,Agios Stefanos Bakery,Άγιος Στέφανος φούρνος,A1,39.753809100869,19.645968908774
S287R,Agios Stefanos Sunset studios,Άγιος Στέφανος Sunset studios,A1,39.756105767659,19.646341131353
S286R,Agios Stefanos Kapetanios Apartments,Άγιος Στέφανος Kapetanios Apartments,A1,39.758137615208,19.646294750338
S285R,Agios Stefanos Romanza Hotel,Άγιος Στέφανος Romanza Hotel,A1,39.759392994186,19.646836310515
S284R,Elaiourgia Avlioton,Ελαιουργία Αυλιωτών,"A1, A6, A8",39.765991425753,19.659645007719
S283R,Avliotes 3,Αυλιώτες 3,"A1, A8",39.774178005337,19.660463853832
S282R,Avliotes Center,Αυλιώτες κέντρο,"A1, A8",39.7771639,19.6623328
S281R,Avliotes 1,Αυλιώτες 1,"A1, A8",39.778049677266,19.66462684006
S280R,Mylos Avlioton,Μύλος Αυλιωτών,"A1, A11, A3, A6, A8",39.777393865176,19.677330439493
S279R,Peroulades School,Περουλάδες Σχολείο,"A1, A8",39.788005306533,19.672931124844
S277R,Melitsas Junction,Διασταύρωση Μελίτσας,"A1, A8",39.786941654119,19.685458235566
S276R,Melitsa,Μελίτσα,"A1, A8",39.794476561864,19.697650579951
S272R,Sidari (The Three Little Pigs),Σιδάρι (The Three Little Pigs),"A1, A11, A2, A3, A6, A8",39.792062416664,19.703319190337
S271R,Sidari (Paradise Hotel),Σιδάρι (Paradise Hotel),"A1, A11, A2, A3, A6, A8",39.790409389878,19.708027396312
S270R,Katerina Gift Shop,Κατερίνα gift shop,"A1, A11, A2, A3, A6, A8",39.788025684242,19.708449056768
S255R,Sidari Masoutis (Arillas Junction),Σιδάρι Masoutis (Διασταύρωση Αρίλλας),"A1, A11, A2, A3, A6, A8",39.783074952473,19.708161049111
S254R,Karousades Junction,Διασταύρωση Καρουσάδων,"A1, A11, A2, A3, A6, A8",39.776298662614,19.711254231935
S253R,Livadi,Λιβάδι,"A1, A11, A2, A3, A6, A8",39.770358419644,19.714128199736
S252R,Livadi Pagonas,Λιβάδι Παγώνας,"A1, A11, A2, A3, A6, A8",39.767346060361,19.716365433922
S251R,Velonades City Hall,Βελονάδες Δημαρχείο,"A1, A11, A2, A3, A6, A8",39.753824851347,19.717416022939
S249R,Velonades Junction,Διασταύρωση Βελονάδων,"A1, A11, A2, A3, A6, A8",39.750895041633,19.715315054316
S247R,Psathylas,Ψαθύλας,"A1, A11, A2, A3, A6, A8",39.745906747585,19.717472023356
S244R,Mesaria,Μεσαριά,"A1, A11, A2, A3, A6, A8",39.739365933142,19.723721587065
S243R,Agios Athanasios 2,Άγιος Αθανάσιος 2,"A1, A11, A2, A3, A6, A8",39.729281622379,19.723316656998
S242R,Agios Athanasios 1,Άγιος Αθανάσιος 1,"A1, A11, A2, A3, A6, A8",39.725691403606,19.72123377611
S241R,Agios Athanasios Pharmacy,Άγιος Αθανάσιος φαρμακείο,"A1, A11, A2, A3, A6, A8",39.724280503559,19.721450823337
S228R,Agros Fountain,Αγρός βρύση,"A1, A11, A2, A3, A6, A8",39.722824705086,19.724001643833
S217R,Agros Supermarket,Αγρός super market,"A1, A11, A18, A2, A3, A6, A7, A8",39.720473061367,19.724779671347
S216R,Agros School,Αγρός σχολείο,"A1, A11, A18, A2, A3, A6, A7, A8",39.718980315017,19.725847015675
S215R,Agros City Hall,Αγρός Δημαρχείο,"A1, A11, A18, A2, A3, A6, A7, A8",39.718088625327,19.726673547149
S201R,Arkadades,Αρκαδάδες,"A1, A11, A18, A2, A3, A6, A7, A8",39.709507991472,19.730506342509
S200R,Kastellanoi Gyrou,Καστελλάνοι Γύρου,"A1, A11, A18, A2, A3, A6, A7, A8",39.710203294698,19.73392488285
S155R,Troubeta Junction,Διασταύρωση Τρουμπέτα,"A1, A11, A15, A17, A18, A2, A3, A6, A7, A8",39.709758143727,19.744617468643
S154R,Troubetas,Τρουμπέτας,"A1, A11, A14, A15, A16, A17, A18, A2, A3, A6, A7, A8",39.706506513007,19.747491680599
S153R,Doukades Junction,Διασταύρωση Δουκάδων,"A1, A11, A14, A15, A16, A17, A18, A2, A3, A6, A7, A8",39.700712282397,19.76289250474
S152R,Skripero 2,Σκριπερό 2,"A1, A11, A14, A15, A16, A17, A18, A2, A3, A6, A7, A8",39.700583474122,19.770538264079
S151R,Skripero 1,Σκριπερό 1,"A1, A11, A14, A15, A16, A17, A18, A2, A3, A6, A7, A8",39.699832348331,19.7751620466
S150R,Skripero Gas Station (Pamfilis),Βενζινάδικο Σκριπερού (Παμφίλη),"A1, A11, A14, A15, A16, A17, A18, A2, A3, A6, A7, A8",39.697821679918,19.783423500187
S149R,Tsolou,Τσολού,"A1, A11, A14, A15, A16, A17, A18, A2, A3, A6, A7, A8",39.69480178069,19.792863111693
S148R,Xylon,Ξύλον,"A1, A11, A14, A15, A16, A17, A18, A2, A3, A6, A7, A8",39.690625654693,19.799183721293
S118R,Giatrones,Γιατρόνες,"A1, A11, A14, A15, A16, A17, A18, A2, A3, A6, A7, A8",39.679905569643,19.804467957178
S117R,Mantra,Μάντρα,"A1, A10, A11, A14, A15, A16, A17, A18, A2, A3, A6, A7, A8, A9",39.678663440786,19.808666588627
S116R,Loutsiola,Λουτσιόλα,"A1, A10, A11, A14, A15, A16, A17, A18, A2, A3, A6, A7, A8, A9",39.670644339485,19.819501675181
S115R,Sgombou,Σγόμπου,"A1, A10, A11, A14, A15, A16, A17, A18, A2, A3, A6, A7, A8, A9",39.670681666751,19.823458601985
S114R,Fiori,Φιόρι,"A1, A10, A11, A14, A15, A16, A17, A18, A2, A3, A6, A7, A8, A9",39.668616222459,19.827479055172
S113R,Emeral,Emeral,"A1, A10, A11, A14, A15, A16, A17, A18, A2, A3, A6, A7, A8, A9",39.665162809895,19.833458056918
S112R,Tzavros Sidari,Τζάβρος Σιδάρι,"A1, A10, A11, A14, A15, A16, A17, A18, A2, A3, A6, A7, A8, A9",39.661933111749,19.837679753789
S024R,Cook's Club Corfu,Cook's Club Corfu,"A1, A10, A11, A12, A13, A14, A15, A16, A17, A18, A19, A2, A3, A4, A5, A6, A7, A8, A9",39.657701060314,19.838931051877
S023R,Korkyra,Κόρκυρα,"A1, A10, A11, A12, A13, A14, A15, A16, A17, A18, A19, A2, A3, A4, A5, A6, A7, A8, A9",39.654945404339,19.840292641423
S022R,Gouvia,Γουβιά,"A1, A10, A11, A12, A13, A14, A15, A16, A17, A18, A19, A2, A3, A4, A5, A6, A7, A8, A9",39.651461259857,19.842671796004
S021R,Priftis House,Σπίτι Πρίφτη,"A1, A10, A11, A12, A13, A14, A15, A16, A17, A18, A19, A2, A3, A4, A5, A6, A7, A8, A9",39.648141179686,19.846039706601
S020R,Hospital,Νοσοκομείο,"A1, A10, A11, A12, A13, A14, A15, A16, A17, A18, A19, A2, A3, A4, A5, A6, A7, A8, A9",39.644532831327,19.850543211017
S019R,Pipilas,Πίπιλας,"A1, A10, A11, A12, A13, A14, A15, A16, A17, A18, A19, A2, A3, A4, A5, A6, A7, A8, A9",39.644363945853,19.854248884401
S017R,Sotiriotissa,Σωτηριώτισα,"A1, A10, A11, A12, A13, A14, A15, A16, A17, A18, A19, A2, A3, A4, A5, A6, A7, A8, A9",39.644753645835,19.859620892917
S016R,Kineziko,Κινέζικο,"A1, A10, A11, A12, A13, A14, A15, A16, A17, A18, A19, A2, A3, A4, A5, A6, A7, A8, A9",39.640395563479,19.86382934442
S014R,Agia Aikaterini,Αγία Αικατερίνη,"A1, A10, A11, A12, A13, A14, A15, A16, A17, A18, A19, A2, A3, A4, A5, A6, A7, A8, A9",39.636742707174,19.871779138799
S013R,Magazaki,Μαγαζάκι,"A1, A10, A11, A12, A13, A14, A15, A16, A17, A18, A19, A2, A3, A4, A5, A6, A7, A8, A9",39.634742139652,19.876345989751
S011R,Eforeia,Εφορεία,"A1, A10, A11, A12, A13, A14, A15, A16, A17, A18, A19, A2, A3, A4, A5, A6, A7, A8, A9",39.631424331853,19.883144122998
S005R,First Commercial,Πρώτη εμπορικoύ,"A1, A10, A11, A12, A13, A14, A15, A16, A17, A18, A19, A2, A3, A4, A5, A6, A7, A8, A9",39.630071931204,19.895982079554
S004R,Port,Λιμάνι,"A1, A10, A11, A17, A18, A2, A3, A6, A8",39.626670378129,19.904473873609
S003R,Port Authority,Λιμεναρχείο,"A1, A10, A11, A12, A13, A14, A15, A16, A17, A18, A19, A2, A3, A4, A5, A6, A7, A8, A9",39.626481986654,19.906022650467
S532R,Psychiatriou Square,Πλατεία Ψυχιατρείου,"A1, A10, A11, A12, A13, A14, A15, A16, A17, A18, A19, A2, A3, A4, A5, A6, A7, A8, A9, B1, B10, B12, B13, B14, B15, B16, B19, B2, B3, B7, B8, B9",39.621379337965,19.916453899358
S273R,Sidari Papadatou,Σιδάρι Παπαδάτου,"A1, A11, A3, A8",39.791159671368,19.698930861812
S009R,Potamou Junction,Διασταύρωση Ποταμού,"A1, A11, A12, A14, A15, A16, A2, A3, A4, A5, A8, A9",39.624461537211,19.890866368596
S008R,Kapoukinoi,Καπουκίνοι,"A1, A11, A12, A14, A15, A16, A2, A3, A4, A5, A8, A9",39.621521800631,19.903639299293
S007R,Platytera,Πλατυτέρα,"A1, A11, A12, A14, A15, A16, A2, A3, A4, A5, A8, A9",39.622164184543,19.910611261142
S230,Provatous,Προβατούς,"A11, A2, A6",39.758313870759,19.74318925161
S160,Agioi Douloi 1,Άγιοι Δούλοι 1,"A11, A15, A17, A2, A3, A8",39.743610900949,19.755318633445
S167,Agioi Douloi 2,Άγιοι Δούλοι 2,"A11, A15, A17, A2, A3, A8",39.745421477012,19.756383266601
S168,Agioi Douloi 3,Άγιοι Δούλοι 3,"A11, A15, A17, A2, A3, A8",39.747157667971,19.756946440567
S169,Agioi Douloi Monastery,Άγιοι Δούλοι μοναστήρι,"A11, A15, A17, A2, A3, A8",39.747588677089,19.764983954953
S170,Episcopi,Επισκοπή,"A11, A15, A17, A2, A3, A8",39.749084202585,19.769070267068
S171,Nymfon Junction,Διασταύρωση Νυμφών,"A11, A15, A17, A2, A3, A8",39.750713210194,19.770680572052
S172,Xanthates 1,Ξανθάτες 1,"A11, A15, A17, A2, A3, A8",39.755117468435,19.766139808952
S173,Xanthates 2,Ξανθάτες 2,"A11, A15, A17, A2, A3, A8",39.756035093209,19.766961759692
S174,Platonas Barbati,Πλάτωνας Μπαρμπάτη,"A11, A15, A17, A2, A3, A8",39.761970417335,19.768556683257
S175,Platonas Korovesi,Πλάτωνας Κοροβέση,"A11, A15, A17, A2, A3, A8",39.764832879434,19.770471363548
S176,Platonas Kolokythi,Πλάτωνας Κολοκύθι,"A11, A15, A17, A2, A3, A8",39.767714680446,19.773178553853
S177,Platonas Fragkaki,Πλάτωνας Φραγκάκη,"A11, A15, A17, A2, A3, A8",39.769532152621,19.776886717182
S179,Sfakera 2,Σφακερά 2,"A11, A15, A17, A2, A3, A8",39.779897302744,19.790904053628
S180,Roda Junction,Ρόδα κόμβος,"A11, A15, A2, A3, A8",39.786088892428,19.789494596763
S187,Roda Psaltou,Ρόδα Ψάλτου,"A11, A15, A2, A3, A8",39.786542174518,19.799651995621
S188,S-bikes,S-bikes,"A11, A15, A2, A3, A8",39.78836799933,19.806476154897
S189,Museum,Μουσείο,"A11, A15, A2, A3, A8",39.789101091968,19.809812099904
S190,Macheimaris,Μαχειμάρης,"A11, A15, A2, A3, A8",39.790715592153,19.813278338415
S191,ILO-ILO Café,Καφέ ILO-ILO,"A11, A2, A3, A8",39.791574426328,19.815680164902
S192,Alpha Bank,Alpha Bank,"A11, A2, A3, A8",39.793648698363,19.818752792754
S193,Salvanos,Σαλβάνος,"A11, A2, A3, A8",39.794642123522,19.820365141153
S194,Costa Botanica,Costa Botanica,"A11, A2, A3, A8",39.795619989453,19.822735346751
S193R,Salvanos,Σαλβάνος,"A11, A2, A3, A8",39.794790345462,19.820180102632
S192R,Alpha Bank,Alpha Bank,"A11, A2, A3, A8",39.79377730948,19.818618325624
S191R,ILO-ILO Café,Καφέ ILO-ILO,"A11, A2, A3, A8",39.791664268425,19.815529604722
S190R,Macheimaris,Μαχειμάρης,"A11, A15, A2, A3, A8",39.790801784126,19.8132237241
S189R,Museum,Μουσείο,"A11, A15, A2, A3, A8",39.789181179875,19.809720731884
S188R,S-bikes,S-bikes,"A11, A15, A2, A3, A8",39.788460095266,19.806520048853
S187R,Roda Psaltou,Ρόδα Ψάλτου,"A11, A15, A2, A3, A8",39.786638775403,19.799621364257
S181,Roda Beach,Ρόδα παραλία,"A11, A2, A3, A8",39.791197629074,19.786745582537
S292R,Roda Junction,Διασταύρωση Ρόδας,"A11, A2, A3",39.783066158522,19.708805584478
S183,Roda Karousades,Ρόδα Καρουσάδες,"A11, A2, A3, A8",39.785411053376,19.773226635267
S184,Agnou Junction,Διασταύρωση Άγνου,"A11, A2, A3, A8",39.786602489432,19.761629787508
S185,Astrakeri Junction,Διασταύρωση Αστρακερής,"A11, A2, A3, A8",39.787158781757,19.750376634034
S186,Evgeniou,Ευγενίου,"A11, A2, A3, A8",39.785037806139,19.74828837755
S240,Mouti Stylia,Μούτη Στύλια,"A11, A2, A3, A8",39.785527389222,19.742252685452
S239,Stylia,Στύλια,"A11, A2, A3, A8",39.78253294848,19.736537388717
S294,Koursari,Κουρσάρη,"A11, A2, A3, A8",39.786132068747,19.722089260716
S293,Agios Ioannis,Άγιος Ιωάννης,"A11, A2, A3, A8",39.78509388691,19.71914432176
S250R,Velonades,Βελονάδες,A2,39.752176900113,19.710097358868
S248R,Velonades Vouloti,Βελονάδες Βουλωτή,"A11, A2, A3, A6",39.748772374923,19.717707854585
S245R,Kopsocheilades Junction,Διασταύρωση  Κοψοχειλάδων,"A11, A2, A3, A6",39.743810067735,19.721859873541
S002R,Customs,Τελωνείο,"A10, A11, A12, A13, A14, A15, A16, A17, A18, A19, A2, A3, A4, A5, A6, A7, A8, A9",39.625729337428,19.911718238752
S292,Roda Junction,Διασταύρωση Ρόδας,"A11, A2, A3, A8",39.782802329996,19.708760256564
S186R,Evgeniou,Ευγενίου,"A11, A2, A3, A8",39.784948055336,19.748439002463
S185R,Astrakeri Junction,Διασταύρωση Αστρακερής,"A11, A2, A3, A8",39.787042559387,19.750389983907
S184R,Agnou Junction,Διασταύρωση Άγνου,"A11, A2, A3, A8",39.786507788877,19.761515143815
S183R,Roda Karousades,Ρόδα Καρουσάδες,"A11, A2, A3, A8",39.785285865366,19.773298490817
S534,Roda (Pharmacy),Ρόδα (φαρμακείο),"A11, A2, A3, A8",39.786816275364,19.789917543219
S535,Roda (Traffic Lights),Ρόδα (φανάρια),"A11, A2, A3, A8",39.787497637682,19.789030361727
S181R,Roda Beach,Ρόδα παραλία,"A11, A2, A3, A8",39.791166549679,19.7866115988
S535R,Roda (Traffic Lights),Ρόδα (φανάρια),"A11, A2, A3, A8",39.787462599461,19.788886863545
S180R,Roda Junction,Ρόδα κόμβος,"A11, A15, A2, A3, A8",39.786057464823,19.789286519538
S179R,Sfakera 2,Σφακερά 2,"A11, A15, A2, A3, A8",39.779849157063,19.79075875883
S177R,Platonas Fragkaki,Πλάτωνας Φραγκάκη,"A11, A15, A17, A2, A3, A8",39.769620953585,19.776773216464
S176R,Platonas Kolokythi,Πλάτωνας Κολοκύθι,"A11, A15, A17, A2, A3, A8",39.767795482801,19.773040918387
S175R,Platonas Korovesi,Πλάτωνας Κοροβέση,"A11, A15, A17, A2, A3, A8",39.764853965104,19.770331089944
S174R,Platonas Barbati,Πλάτωνας Μπαρμπάτη,"A11, A15, A17, A2, A3, A8",39.761991726328,19.768422585819
S173R,Xanthates 2,Ξανθάτες 2,"A11, A15, A17, A2, A3, A8",39.75607450144,19.766899137234
S172R,Xanthates 1,Ξανθάτες 1,"A11, A15, A17, A2, A3, A8",39.755008963057,19.766103177204
S171R,Nymfon Junction,Διασταύρωση Νυμφών,"A11, A15, A17, A2, A3, A8",39.750695953173,19.770533459769
S170R,Episcopi,Επισκοπή,"A11, A15, A17, A2, A3, A8",39.749089888624,19.769159401512
S169R,Agioi Douloi Monastery,Άγιοι Δούλοι μοναστήρι,"A11, A15, A17, A2, A3, A8",39.747499646797,19.764893751696
S168R,Agioi Douloi 3,Άγιοι Δούλοι 3,"A11, A15, A17, A2, A3, A8",39.747151294989,19.756838802768
S167R,Agioi Douloi 2,Άγιοι Δούλοι 2,"A11, A15, A17, A2, A3, A8",39.745467739593,19.756281729548
S160R,Agioi Douloi 1,Άγιοι Δούλοι 1,"A11, A15, A17, A2, A3, A8",39.743622897806,19.755191323841
S159R,Rekini,Ρεκίνι,"A11, A15, A17, A2, A3, A8",39.740420875863,19.743767842495
S157R,Choroepiscopoi,Χοροεπισκόποι 2 (Διασταύρωση),"A11, A15, A17, A2, A3, A8",39.720909830523,19.74547030335
